id_contrato,numero_contrato,id_fornecedor,tipo_contrato,descricao_escopo,valor_total,moeda,data_inicio,data_fim,status,unidade_industrial,area_responsavel,documento_contrato,procedimento_referencia
CTR-00192,CT-2020-00192,FORN-0073,Serviços de Automação e Instrumentação,Fornecimento de bombas centrífugas e volumétricas para processo,6218895.18,BRL,2020-08-21,2021-08-21,Encerrado,Polo Petroquímico de Santa Grande,Automação e Instrumentação,CONTRATO_CT-2020-00192.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00193,CT-2021-00193,FORN-0070,Contratação de Serviços de Manutenção,Projeto e fabricação de vasos de pressão conforme NR-13,891138.2,BRL,2021-03-23,2022-09-19,Ativo,Unidade Industrial Ribeirão das Águas,Projetos e Expansão,CONTRATO_CT-2021-00193.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00194,CT-2024-00194,FORN-0039,Contratação de Serviços de Manutenção,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,3557433.63,BRL,2024-10-31,2025-01-29,Ativo,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório,CONTRATO_CT-2024-00194.pdf,PROC-SMS-002_Bloqueio_Etiquetagem_LOTO.pdf
CTR-00195,CT-2023-00195,FORN-0027,Serviços de Calibração e Ensaios,Manutenção preditiva com análise de vibração e termografia,1394574.41,BRL,2023-07-19,2025-01-14,Ativo,Unidade Industrial Várzea Arlindo,Automação e Instrumentação,CONTRATO_CT-2023-00195.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00196,CT-2021-00196,FORN-0027,Contratação de Serviços de Manutenção,"Consultoria em segurança de processos (HAZOP, análise de riscos)",4347046.88,BRL,2021-07-29,2023-07-29,Encerrado,Unidade Industrial Várzea Arlindo,Projetos e Expansão,CONTRATO_CT-2021-00196.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00197,CT-2025-00197,FORN-0038,Serviços de Calibração e Ensaios,Transporte rodoviário de resinas termoplásticas em big bags e containers,7356648.2,BRL,2025-05-25,2026-11-21,Ativo,Polo Petroquímico de Santa Grande,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2025-00197.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00198,CT-2024-00198,FORN-0090,Contratação de Serviços de Inspeção,"Calibração de instrumentos de medição de vazão, pressão e temperatura",6110870.81,BRL,2024-08-23,2025-02-19,Suspenso,Complexo Industrial de Monte Teodoro,Qualidade e Laboratório,CONTRATO_CT-2024-00198.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00199,CT-2022-00199,FORN-0063,Contratação de Serviços de Inspeção,"Consultoria em segurança de processos (HAZOP, análise de riscos)",678088.88,BRL,2022-02-07,2023-08-06,Ativo,Polo Petroquímico de Fagundes Verde,Utilidades e Energia,CONTRATO_CT-2022-00199.pdf,PROC-AMB-001_Gestao_Residuos_Industriais.pdf
CTR-00200,CT-2022-00200,FORN-0052,Contratação de Transporte e Logística,"Fornecimento de gases industriais (nitrogênio, oxigênio, hidrogênio)",1049138.91,BRL,2022-07-20,2024-01-16,Ativo,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório,CONTRATO_CT-2022-00200.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00201,CT-2024-00201,FORN-0094,Serviços de Automação e Instrumentação,Inspeção baseada em risco (IBR) de equipamentos estáticos,3229909.68,BRL,2024-06-17,2026-06-17,Ativo,Unidade Industrial Várzea Arlindo,Engenharia de Processos,CONTRATO_CT-2024-00201.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00202,CT-2023-00202,FORN-0064,Contratação de Serviços Ambientais,Revestimento anticorrosivo de equipamentos e estruturas metálicas,1114306.46,BRL,2023-01-25,2025-01-24,Em Renovação,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório,CONTRATO_CT-2023-00202.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00203,CT-2020-00203,FORN-0044,Contratação de Serviços de Manutenção,Fornecimento de válvulas de controle e segurança para unidades de polimerização,7441108.37,BRL,2020-02-03,2020-05-03,Em Renovação,Polo Petroquímico de Santa Grande,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2020-00203.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00204,CT-2024-00204,FORN-0059,Contratação de Serviços de Manutenção,"Fornecimento de juntas, gaxetas e vedações para equipamentos rotativos",2470774.79,BRL,2024-12-11,2027-12-11,Encerrado,Unidade Lagoa Branca,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2024-00204.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00205,CT-2023-00205,FORN-0012,Fornecimento de Produtos Químicos,Transporte rodoviário de resinas termoplásticas em big bags e containers,869349.14,BRL,2023-09-22,2026-09-21,Encerrado,Polo Petroquímico de Santa Grande,Qualidade e Laboratório,CONTRATO_CT-2023-00205.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00206,CT-2020-00206,FORN-0093,Serviços de Engenharia e Projetos,"Fornecimento de juntas, gaxetas e vedações para equipamentos rotativos",7256739.28,BRL,2020-01-03,2020-07-01,Ativo,Polo Petroquímico de Santa Grande,Engenharia de Processos,CONTRATO_CT-2020-00206.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00207,CT-2024-00207,FORN-0067,Serviços de Automação e Instrumentação,Manutenção preventiva e corretiva de trocadores de calor e torres de resfriamento,7906186.88,BRL,2024-07-31,2024-10-29,Ativo,Polo Petroquímico de Lagoa das Águas,Qualidade e Laboratório,CONTRATO_CT-2024-00207.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00208,CT-2024-00208,FORN-0062,Fornecimento de Materiais e Equipamentos,"Calibração de instrumentos de medição de vazão, pressão e temperatura",560847.59,BRL,2024-02-05,2024-05-05,Encerrado,Complexo Petroquímico de Córrego Fagundes (SUAPE),Engenharia de Processos,CONTRATO_CT-2024-00208.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00209,CT-2020-00209,FORN-0018,Serviços de Construção e Montagem,Projeto e fabricação de vasos de pressão conforme NR-13,8536709.97,BRL,2020-05-20,2022-05-20,Ativo,Complexo Industrial de Monte Teodoro,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2020-00209.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00210,CT-2025-00210,FORN-0057,Fornecimento de Produtos Químicos,"Fornecimento de gases industriais (nitrogênio, oxigênio, hidrogênio)",3099576.26,BRL,2025-02-26,2026-08-25,Ativo,Unidade Lagoa Branca,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2025-00210.pdf,PROC-MNT-003_Gestao_Sobressalentes.pdf
CTR-00211,CT-2024-00211,FORN-0012,Fornecimento de Materiais e Equipamentos,Tratamento de efluentes industriais e gestão de resíduos sólidos,1790101.42,BRL,2024-02-04,2025-08-02,Encerrado,Polo Petroquímico de Santa Grande,Automação e Instrumentação,CONTRATO_CT-2024-00211.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00212,CT-2023-00212,FORN-0018,Serviços de Engenharia e Projetos,Transporte rodoviário de resinas termoplásticas em big bags e containers,9080116.43,BRL,2023-02-07,2025-02-06,Encerrado,Polo Petroquímico de Santa Grande,Operações de Planta,CONTRATO_CT-2023-00212.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00213,CT-2022-00213,FORN-0100,Contratação de Serviços de Manutenção,Fornecimento de filtros industriais para sistemas de ar e água,4115418.72,BRL,2022-11-26,2024-11-25,Suspenso,Polo Petroquímico de Fagundes Verde,Operações de Planta,CONTRATO_CT-2022-00213.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00214,CT-2020-00214,FORN-0038,Contratação de Serviços de Manutenção,"Calibração de instrumentos de medição de vazão, pressão e temperatura",4036693.73,BRL,2020-08-18,2021-02-14,Ativo,Unidade Industrial Ribeirão das Águas,Utilidades e Energia,CONTRATO_CT-2020-00214.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00215,CT-2022-00215,FORN-0068,Contratação de Serviços de Manutenção,Isolamento térmico de tubulações de vapor e linhas de processo,3413239.19,BRL,2022-03-03,2024-03-02,Ativo,Unidade Industrial Várzea Arlindo,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2022-00215.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00216,CT-2023-00216,FORN-0098,Serviços de Automação e Instrumentação,Projeto e fabricação de vasos de pressão conforme NR-13,189243.93,BRL,2023-04-17,2023-07-16,Ativo,Polo Petroquímico de Santa Grande,Manutenção Industrial,CONTRATO_CT-2023-00216.pdf,PROC-SMS-004_Espaco_Confinado.pdf
CTR-00217,CT-2024-00217,FORN-0008,Serviços de Construção e Montagem,Manutenção de sistemas elétricos e subestações de média tensão,6468913.48,BRL,2024-04-20,2025-10-17,Ativo,Polo Petroquímico de Fagundes Verde,Projetos e Expansão,CONTRATO_CT-2024-00217.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00218,CT-2020-00218,FORN-0082,Contratação de Transporte e Logística,Fornecimento de bombas centrífugas e volumétricas para processo,329162.53,BRL,2020-06-20,2021-06-20,Ativo,Complexo Industrial de Monte Teodoro,Logística e Suprimentos,CONTRATO_CT-2020-00218.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00219,CT-2023-00219,FORN-0020,Contratação de Transporte e Logística,Revestimento anticorrosivo de equipamentos e estruturas metálicas,2075061.49,BRL,2023-07-23,2026-07-22,Encerrado,Complexo Petroquímico de Córrego Fagundes (SUAPE),Automação e Instrumentação,CONTRATO_CT-2023-00219.pdf,PROC-SMS-002_Bloqueio_Etiquetagem_LOTO.pdf
CTR-00220,CT-2021-00220,FORN-0090,Serviços de Construção e Montagem,"Fornecimento de gases industriais (nitrogênio, oxigênio, hidrogênio)",13884490.76,BRL,2021-05-15,2021-08-13,Em Renovação,Unidade Lagoa Branca,Manutenção Industrial,CONTRATO_CT-2021-00220.pdf,PROC-SMS-002_Bloqueio_Etiquetagem_LOTO.pdf
CTR-00221,CT-2020-00221,FORN-0079,Serviços de Calibração e Ensaios,Fornecimento de válvulas de controle e segurança para unidades de polimerização,5686572.81,BRL,2020-09-01,2020-11-30,Ativo,Polo Petroquímico de Fagundes Verde,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2020-00221.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00222,CT-2022-00222,FORN-0021,Serviços de Automação e Instrumentação,Isolamento térmico de tubulações de vapor e linhas de processo,6018228.96,BRL,2022-01-31,2022-07-30,Encerrado,Polo Petroquímico de Fagundes Verde,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2022-00222.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00223,CT-2024-00223,FORN-0094,Fornecimento de Materiais e Equipamentos,Projeto e fabricação de vasos de pressão conforme NR-13,1396303.95,BRL,2024-07-10,2026-01-06,Encerrado,Polo Petroquímico de Lagoa das Águas,Qualidade e Laboratório,CONTRATO_CT-2024-00223.pdf,PROC-SMS-002_Bloqueio_Etiquetagem_LOTO.pdf
CTR-00224,CT-2022-00224,FORN-0092,Serviços de Calibração e Ensaios,Inspeção baseada em risco (IBR) de equipamentos estáticos,2932181.25,BRL,2022-07-21,2024-07-20,Ativo,Polo Petroquímico de Santa Grande,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2022-00224.pdf,PROC-MNT-003_Gestao_Sobressalentes.pdf
CTR-00225,CT-2023-00225,FORN-0048,Contratação de Serviços de Inspeção,Transporte rodoviário de resinas termoplásticas em big bags e containers,993442.14,BRL,2023-10-12,2026-10-11,Em Aprovação,Polo Petroquímico de Santa Grande,Automação e Instrumentação,CONTRATO_CT-2023-00225.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00226,CT-2022-00226,FORN-0001,Contratação de Serviços de Manutenção,Manutenção preventiva e corretiva de trocadores de calor e torres de resfriamento,3113197.44,BRL,2022-08-24,2023-08-24,Ativo,Unidade Lagoa Branca,Manutenção Industrial,CONTRATO_CT-2022-00226.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00227,CT-2021-00227,FORN-0005,Contratação de Transporte e Logística,Manutenção preditiva com análise de vibração e termografia,1307144.14,BRL,2021-10-21,2022-04-19,Encerrado,Complexo Petroquímico de Córrego Fagundes (SUAPE),Operações de Planta,CONTRATO_CT-2021-00227.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00228,CT-2022-00228,FORN-0035,Fornecimento de Materiais e Equipamentos,"Consultoria em segurança de processos (HAZOP, análise de riscos)",4514608.0,BRL,2022-10-25,2025-10-24,Ativo,Unidade Industrial Várzea Arlindo,Engenharia de Processos,CONTRATO_CT-2022-00228.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00229,CT-2024-00229,FORN-0067,Contratação de Serviços de Manutenção,Limpeza química e hidrojateamento de permutadores e reatores,6206337.64,BRL,2024-11-08,2025-11-08,Encerrado,Polo Petroquímico de Santa Grande,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2024-00229.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00230,CT-2021-00230,FORN-0012,Contratação de Transporte e Logística,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,1735039.55,BRL,2021-02-14,2022-02-14,Ativo,Polo Petroquímico de Lagoa das Águas,Qualidade e Laboratório,CONTRATO_CT-2021-00230.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00231,CT-2024-00231,FORN-0060,Fornecimento de Produtos Químicos,"Consultoria em segurança de processos (HAZOP, análise de riscos)",3814386.99,BRL,2024-02-09,2026-02-08,Ativo,Unidade Industrial Ribeirão das Águas,Operações de Planta,CONTRATO_CT-2024-00231.pdf,PROC-SMS-004_Espaco_Confinado.pdf
CTR-00232,CT-2021-00232,FORN-0001,Serviços de Construção e Montagem,Manutenção preventiva e corretiva de trocadores de calor e torres de resfriamento,12625695.3,BRL,2021-12-10,2024-12-09,Ativo,Unidade Lagoa Branca,Projetos e Expansão,CONTRATO_CT-2021-00232.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00233,CT-2020-00233,FORN-0043,Contratação de Serviços de Manutenção,Projeto e fabricação de vasos de pressão conforme NR-13,4276130.75,BRL,2020-07-31,2021-01-27,Suspenso,Complexo Petroquímico de Córrego Fagundes (SUAPE),Logística e Suprimentos,CONTRATO_CT-2020-00233.pdf,PROC-SMS-004_Espaco_Confinado.pdf
CTR-00234,CT-2020-00234,FORN-0063,Contratação de Serviços de Manutenção,Tratamento de efluentes industriais e gestão de resíduos sólidos,7186516.78,BRL,2020-03-30,2020-09-26,Suspenso,Polo Petroquímico de Fagundes Verde,Engenharia de Processos,CONTRATO_CT-2020-00234.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00235,CT-2020-00235,FORN-0090,Fornecimento de Produtos Químicos,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,710893.56,BRL,2020-07-14,2022-07-14,Suspenso,Polo Petroquímico de Santa Grande,Automação e Instrumentação,CONTRATO_CT-2020-00235.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00236,CT-2023-00236,FORN-0010,Serviços de Calibração e Ensaios,"Consultoria em segurança de processos (HAZOP, análise de riscos)",1955232.14,BRL,2023-09-18,2024-03-16,Encerrado,Polo Petroquímico de Lagoa das Águas,Utilidades e Energia,CONTRATO_CT-2023-00236.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00237,CT-2021-00237,FORN-0051,Fornecimento de Produtos Químicos,Revestimento anticorrosivo de equipamentos e estruturas metálicas,4720595.7,BRL,2021-04-23,2021-07-22,Ativo,Unidade Industrial Ribeirão das Águas,Logística e Suprimentos,CONTRATO_CT-2021-00237.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00238,CT-2021-00238,FORN-0020,Fornecimento de Materiais e Equipamentos,Fornecimento de catalisadores Ziegler-Natta para produção de polipropileno,647646.85,BRL,2021-10-05,2023-04-03,Ativo,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2021-00238.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00239,CT-2020-00239,FORN-0058,Contratação de Serviços Ambientais,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,6476167.49,BRL,2020-07-04,2020-12-31,Ativo,Polo Petroquímico de Fagundes Verde,Engenharia de Processos,CONTRATO_CT-2020-00239.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00240,CT-2025-00240,FORN-0028,Fornecimento de Produtos Químicos,Tratamento de efluentes industriais e gestão de resíduos sólidos,2011410.09,BRL,2025-06-06,2026-06-06,Encerrado,Polo Petroquímico de Santa Grande,Operações de Planta,CONTRATO_CT-2025-00240.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00241,CT-2023-00241,FORN-0034,Contratação de Serviços de Inspeção,Manutenção preventiva e corretiva de trocadores de calor e torres de resfriamento,4436957.46,BRL,2023-02-12,2026-02-11,Em Renovação,Complexo Petroquímico de Córrego Fagundes (SUAPE),Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2023-00241.pdf,PROC-SMS-002_Bloqueio_Etiquetagem_LOTO.pdf
CTR-00242,CT-2024-00242,FORN-0014,Contratação de Serviços de Inspeção,Projeto e instalação de sistema de automação para planta de polietileno,1115264.68,BRL,2024-08-27,2025-02-23,Suspenso,Polo Petroquímico de Lagoa das Águas,Manutenção Industrial,CONTRATO_CT-2024-00242.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00243,CT-2020-00243,FORN-0048,Fornecimento de Materiais e Equipamentos,"Consultoria em segurança de processos (HAZOP, análise de riscos)",1028864.17,BRL,2020-02-14,2020-05-14,Em Renovação,Polo Petroquímico de Fagundes Verde,Engenharia de Processos,CONTRATO_CT-2020-00243.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00244,CT-2025-00244,FORN-0017,Fornecimento de Materiais e Equipamentos,Revestimento anticorrosivo de equipamentos e estruturas metálicas,300656.62,BRL,2025-04-13,2026-10-10,Suspenso,Polo Petroquímico de Santa Grande,Manutenção Industrial,CONTRATO_CT-2025-00244.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00245,CT-2023-00245,FORN-0093,Serviços de Construção e Montagem,Instalação e comissionamento de analisadores de processo online,2757546.74,BRL,2023-10-31,2025-04-28,Ativo,Polo Petroquímico de Lagoa das Águas,Utilidades e Energia,CONTRATO_CT-2023-00245.pdf,PROC-SMS-004_Espaco_Confinado.pdf
CTR-00246,CT-2023-00246,FORN-0036,Contratação de Serviços Ambientais,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,4966459.14,BRL,2023-06-11,2025-06-10,Encerrado,Complexo Industrial de Monte Teodoro,Manutenção Industrial,CONTRATO_CT-2023-00246.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00247,CT-2020-00247,FORN-0064,Serviços de Construção e Montagem,Fornecimento de bombas centrífugas e volumétricas para processo,5868626.09,BRL,2020-06-28,2021-06-28,Ativo,Unidade Industrial Ribeirão das Águas,Manutenção Industrial,CONTRATO_CT-2020-00247.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00248,CT-2024-00248,FORN-0083,Contratação de Transporte e Logística,"Calibração de instrumentos de medição de vazão, pressão e temperatura",1141425.12,BRL,2024-05-20,2027-05-20,Em Renovação,Polo Petroquímico de Lagoa das Águas,Utilidades e Energia,CONTRATO_CT-2024-00248.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00249,CT-2021-00249,FORN-0045,Serviços de Calibração e Ensaios,Manutenção de sistemas elétricos e subestações de média tensão,286418.7,BRL,2021-07-07,2022-01-03,Ativo,Unidade Industrial Várzea Arlindo,Utilidades e Energia,CONTRATO_CT-2021-00249.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00250,CT-2022-00250,FORN-0004,Contratação de Serviços Ambientais,Fornecimento de válvulas de controle e segurança para unidades de polimerização,7996877.51,BRL,2022-01-02,2024-01-02,Ativo,Unidade Industrial Ribeirão das Águas,Projetos e Expansão,CONTRATO_CT-2022-00250.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00251,CT-2023-00251,FORN-0032,Serviços de Engenharia e Projetos,Transporte rodoviário de resinas termoplásticas em big bags e containers,5451108.59,BRL,2023-03-25,2024-09-20,Ativo,Polo Petroquímico de Lagoa das Águas,Operações de Planta,CONTRATO_CT-2023-00251.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00252,CT-2025-00252,FORN-0023,Serviços de Engenharia e Projetos,"Consultoria em segurança de processos (HAZOP, análise de riscos)",617457.23,BRL,2025-02-14,2027-02-14,Encerrado,Unidade Industrial Várzea Arlindo,Qualidade e Laboratório,CONTRATO_CT-2025-00252.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00253,CT-2023-00253,FORN-0073,Serviços de Calibração e Ensaios,Tratamento de efluentes industriais e gestão de resíduos sólidos,1470409.6,BRL,2023-01-15,2024-01-15,Ativo,Unidade Lagoa Branca,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2023-00253.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00254,CT-2022-00254,FORN-0008,Serviços de Engenharia e Projetos,Serviços de andaime e acesso para paradas programadas de manutenção,210115.75,BRL,2022-12-14,2024-06-11,Ativo,Unidade Lagoa Branca,Manutenção Industrial,CONTRATO_CT-2022-00254.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00255,CT-2020-00255,FORN-0017,Fornecimento de Produtos Químicos,Manutenção preditiva com análise de vibração e termografia,781174.49,BRL,2020-05-01,2020-07-30,Ativo,Complexo Industrial de Monte Teodoro,Qualidade e Laboratório,CONTRATO_CT-2020-00255.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00256,CT-2022-00256,FORN-0100,Fornecimento de Materiais e Equipamentos,Manutenção de sistemas elétricos e subestações de média tensão,4712519.91,BRL,2022-02-04,2025-02-03,Ativo,Unidade Industrial Várzea Arlindo,Engenharia de Processos,CONTRATO_CT-2022-00256.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00257,CT-2024-00257,FORN-0044,Contratação de Serviços Ambientais,Revestimento anticorrosivo de equipamentos e estruturas metálicas,6351392.8,BRL,2024-02-08,2025-08-06,Encerrado,Complexo Industrial de Monte Teodoro,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2024-00257.pdf,PROC-MNT-003_Gestao_Sobressalentes.pdf
CTR-00258,CT-2023-00258,FORN-0023,Contratação de Transporte e Logística,Manutenção preditiva com análise de vibração e termografia,2461917.29,BRL,2023-09-25,2025-09-24,Encerrado,Unidade Industrial Várzea Arlindo,Operações de Planta,CONTRATO_CT-2023-00258.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00259,CT-2025-00259,FORN-0094,Contratação de Serviços Ambientais,Tratamento de efluentes industriais e gestão de resíduos sólidos,7593689.43,BRL,2025-04-27,2028-04-26,Ativo,Complexo Industrial de Monte Teodoro,Manutenção Industrial,CONTRATO_CT-2025-00259.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00260,CT-2020-00260,FORN-0024,Serviços de Calibração e Ensaios,Revestimento anticorrosivo de equipamentos e estruturas metálicas,1193895.48,BRL,2020-08-01,2022-01-28,Ativo,Unidade Lagoa Branca,Automação e Instrumentação,CONTRATO_CT-2020-00260.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00261,CT-2024-00261,FORN-0031,Fornecimento de Produtos Químicos,Revestimento anticorrosivo de equipamentos e estruturas metálicas,3366621.63,BRL,2024-08-09,2027-08-09,Encerrado,Complexo Industrial de Monte Teodoro,Engenharia de Processos,CONTRATO_CT-2024-00261.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00262,CT-2023-00262,FORN-0058,Contratação de Serviços de Manutenção,Transporte rodoviário de resinas termoplásticas em big bags e containers,2855810.8,BRL,2023-11-20,2024-02-18,Ativo,Unidade Lagoa Branca,Operações de Planta,CONTRATO_CT-2023-00262.pdf,PROC-AMB-001_Gestao_Residuos_Industriais.pdf
CTR-00263,CT-2024-00263,FORN-0093,Contratação de Serviços de Manutenção,Fornecimento de válvulas de controle e segurança para unidades de polimerização,7755286.45,BRL,2024-02-09,2025-08-07,Suspenso,Complexo Petroquímico de Córrego Fagundes (SUAPE),Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2024-00263.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00264,CT-2024-00264,FORN-0064,Serviços de Construção e Montagem,Isolamento térmico de tubulações de vapor e linhas de processo,11873203.92,BRL,2024-08-24,2026-02-20,Ativo,Complexo Petroquímico de Córrego Fagundes (SUAPE),Engenharia de Processos,CONTRATO_CT-2024-00264.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00265,CT-2020-00265,FORN-0021,Serviços de Automação e Instrumentação,Inspeção e ensaios não destrutivos (END) em vasos de pressão e tubulações,2148131.46,BRL,2020-02-11,2021-02-10,Ativo,Polo Petroquímico de Lagoa das Águas,Logística e Suprimentos,CONTRATO_CT-2020-00265.pdf,PROC-SMS-002_Bloqueio_Etiquetagem_LOTO.pdf
CTR-00266,CT-2023-00266,FORN-0044,Contratação de Serviços de Inspeção,Limpeza química e hidrojateamento de permutadores e reatores,2756568.63,BRL,2023-01-25,2023-04-25,Em Renovação,Complexo Industrial de Monte Teodoro,Engenharia de Processos,CONTRATO_CT-2023-00266.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00267,CT-2024-00267,FORN-0091,Contratação de Serviços de Manutenção,"Fornecimento de juntas, gaxetas e vedações para equipamentos rotativos",1324261.92,BRL,2024-12-27,2026-06-25,Encerrado,Complexo Industrial de Monte Teodoro,Automação e Instrumentação,CONTRATO_CT-2024-00267.pdf,PROC-SMS-002_Bloqueio_Etiquetagem_LOTO.pdf
CTR-00268,CT-2021-00268,FORN-0027,Serviços de Engenharia e Projetos,"Fornecimento de juntas, gaxetas e vedações para equipamentos rotativos",1619555.64,BRL,2021-09-01,2022-02-28,Em Aprovação,Polo Petroquímico de Fagundes Verde,Logística e Suprimentos,CONTRATO_CT-2021-00268.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00269,CT-2022-00269,FORN-0063,Contratação de Serviços de Inspeção,Fornecimento de válvulas de controle e segurança para unidades de polimerização,2412831.64,BRL,2022-05-25,2022-08-23,Em Renovação,Unidade Industrial Várzea Arlindo,Manutenção Industrial,CONTRATO_CT-2022-00269.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00270,CT-2023-00270,FORN-0026,Fornecimento de Materiais e Equipamentos,Manutenção preventiva e corretiva de trocadores de calor e torres de resfriamento,4886435.6,BRL,2023-07-31,2024-07-30,Ativo,Unidade Lagoa Branca,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2023-00270.pdf,PROC-MNT-003_Gestao_Sobressalentes.pdf
