id_ordem,numero_ordem,id_contrato,id_fornecedor,tipo_ordem,descricao,valor_ordem,data_emissao,data_prevista_conclusao,data_conclusao,status,prioridade,unidade_industrial,area_solicitante
OS-00106,OS-2021-88830,CTR-00881,FORN-0020,Manutenção Corretiva,Medição mensal #3 - Fornecimento de Produtos Químicos,9753.77,2021-11-04,2021-11-11,2021-11-27,Concluída,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia
OS-00107,OS-2024-70525,CTR-00439,FORN-0040,Manutenção Corretiva,Mobilização de equipe para serviços de engenharia e projetos na Polo Petroquímico de Fagundes Verde,214532.97,2024-04-27,2024-05-04,2024-04-25,Concluída,Alta,Polo Petroquímico de Fagundes Verde,Planejamento e Controle de Manutenção (PCM)
OS-00108,OS-2025-22467,CTR-00068,FORN-0089,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2024-00068,367000.91,2025-07-12,2025-09-10,2025-09-21,Concluída,Média,Polo Petroquímico de Santa Grande,Segurança e Meio Ambiente (SMS)
OS-00109,OS-2024-16169,CTR-00582,FORN-0019,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2024-00582,232692.11,2024-10-20,2024-12-04,2024-12-29,Concluída,Crítica,Unidade Industrial Ribeirão das Águas,Utilidades e Energia
OS-00110,OS-2025-39362,CTR-00815,FORN-0044,Serviço,Execução de fornecimento de catalisadores ziegler-natta para produção de - Etapa 1,691877.68,2025-07-05,2025-10-03,2025-10-16,Concluída,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Manutenção Industrial
OS-00111,OS-2025-35055,CTR-00207,FORN-0067,Manutenção Corretiva,Medição mensal #2 - Serviços de Automação e Instrumentação,561304.04,2025-01-12,2025-04-12,,Pendente,Baixa,Polo Petroquímico de Lagoa das Águas,Qualidade e Laboratório
OS-00112,OS-2025-53165,CTR-00102,FORN-0099,Emergencial,Atendimento emergencial - Logística e Suprimentos,100663.41,2025-09-19,2025-09-26,2025-09-19,Concluída,Média,Polo Petroquímico de Lagoa das Águas,Logística e Suprimentos
OS-00113,OS-2020-86563,CTR-00314,FORN-0007,Manutenção Preventiva,Atendimento emergencial - Utilidades e Energia,34850.31,2020-11-19,2021-01-18,,Em Andamento,Crítica,Unidade Industrial Ribeirão das Águas,Utilidades e Energia
OS-00114,OS-2021-52193,CTR-00239,FORN-0058,Manutenção Preventiva,Mobilização de equipe para contratação de serviços ambientais na Polo Petroquímico de Fagundes Verde,498080.45,2021-03-28,2021-05-27,2021-06-22,Concluída,Baixa,Polo Petroquímico de Fagundes Verde,Engenharia de Processos
OS-00115,OS-2022-94821,CTR-00489,FORN-0032,Fornecimento,Execução de inspeção e ensaios não destrutivos (end) em vasos de pressão - Etapa 2,1223863.71,2022-03-24,2022-06-22,2022-07-04,Concluída,Baixa,Polo Petroquímico de Fagundes Verde,Utilidades e Energia
OS-00116,OS-2020-73916,CTR-00882,FORN-0061,Serviço,Fornecimento parcial conforme contrato CT-2020-00882,42782.69,2020-08-08,2020-08-22,2020-08-25,Concluída,Média,Unidade Industrial Ribeirão das Águas,Logística e Suprimentos
OS-00117,OS-2022-30184,CTR-00948,FORN-0084,Emergencial,"Execução de fornecimento de juntas, gaxetas e vedações para equipamentos - Etapa 4",134225.53,2022-03-04,2022-04-03,,Cancelada,Média,Unidade Lagoa Branca,Operações de Planta
OS-00118,OS-2021-62455,CTR-00399,FORN-0037,Fornecimento,Execução de fornecimento de bombas centrífugas e volumétricas para proce - Etapa 5,749085.64,2021-07-27,2021-09-10,,Em Andamento,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Logística e Suprimentos
OS-00119,OS-2022-24047,CTR-00764,FORN-0028,Serviço,Mobilização de equipe para contratação de serviços de inspeção na Polo Petroquímico de Fagundes Verde,22360.51,2022-08-30,2022-11-28,2022-12-24,Concluída,Baixa,Polo Petroquímico de Fagundes Verde,Engenharia de Processos
OS-00120,OS-2023-44809,CTR-00827,FORN-0027,Serviço,Medição mensal #6 - Serviços de Calibração e Ensaios,804757.36,2023-10-27,2023-11-26,2023-12-16,Concluída,Baixa,Unidade Industrial Várzea Arlindo,Qualidade e Laboratório
OS-00121,OS-2025-16967,CTR-00646,FORN-0046,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2025-00646,459157.51,2025-10-13,2025-10-27,2025-11-11,Concluída,Média,Complexo Industrial de Monte Teodoro,Automação e Instrumentação
OS-00122,OS-2025-48535,CTR-00197,FORN-0038,Fornecimento,Atendimento emergencial - Segurança e Meio Ambiente (SMS),827477.45,2025-06-19,2025-09-17,,Em Andamento,Média,Polo Petroquímico de Santa Grande,Segurança e Meio Ambiente (SMS)
OS-00123,OS-2024-16536,CTR-00505,FORN-0040,Fornecimento,Execução de tratamento de efluentes industriais e gestão de resíduos sól - Etapa 1,227963.21,2024-06-02,2024-08-01,,Em Andamento,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Segurança e Meio Ambiente (SMS)
OS-00124,OS-2022-23242,CTR-00224,FORN-0092,Manutenção Corretiva,Mobilização de equipe para serviços de calibração e ensaios na Polo Petroquímico de Santa Grande,138589.41,2022-08-17,2022-08-24,,Em Andamento,Alta,Polo Petroquímico de Santa Grande,Planejamento e Controle de Manutenção (PCM)
OS-00125,OS-2021-36962,CTR-00735,FORN-0025,Fornecimento,Mobilização de equipe para contratação de serviços ambientais na Unidade Industrial Ribeirão das Águas,773708.43,2021-04-11,2021-05-26,2021-05-30,Concluída,Média,Unidade Industrial Ribeirão das Águas,Utilidades e Energia
OS-00126,OS-2026-91542,CTR-00526,FORN-0019,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2025-00526,10862.39,2026-02-23,2026-04-24,2026-04-14,Concluída,Crítica,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório
OS-00127,OS-2021-69666,CTR-00446,FORN-0051,Fornecimento,Execução de fornecimento de catalisadores ziegler-natta para produção de - Etapa 2,27066.84,2021-06-22,2021-07-22,,Pendente,Crítica,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia
OS-00128,OS-2020-99024,CTR-00846,FORN-0009,Serviço,Medição mensal #3 - Fornecimento de Materiais e Equipamentos,623297.52,2020-11-21,2020-12-21,2020-12-22,Concluída,Média,Polo Petroquímico de Lagoa das Águas,Projetos e Expansão
OS-00129,OS-2021-15921,CTR-00846,FORN-0009,Serviço,Medição mensal #2 - Fornecimento de Materiais e Equipamentos,563010.64,2021-02-08,2021-02-15,,Em Andamento,Crítica,Polo Petroquímico de Lagoa das Águas,Projetos e Expansão
OS-00130,OS-2024-23106,CTR-00532,FORN-0017,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2024-00532,134429.62,2024-05-28,2024-07-27,,Em Andamento,Alta,Unidade Industrial Ribeirão das Águas,Projetos e Expansão
OS-00131,OS-2021-56219,CTR-00876,FORN-0075,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2021-00876,264273.2,2021-10-07,2021-12-06,2021-12-27,Concluída,Alta,Complexo Industrial de Monte Teodoro,Utilidades e Energia
OS-00132,OS-2024-63781,CTR-00859,FORN-0029,Fornecimento,Mobilização de equipe para contratação de serviços ambientais na Complexo Industrial de Monte Teodoro,167725.24,2024-11-27,2024-12-27,,Pendente,Média,Complexo Industrial de Monte Teodoro,Qualidade e Laboratório
OS-00133,OS-2023-37041,CTR-00889,FORN-0095,Serviço,Mobilização de equipe para fornecimento de materiais e equipamentos na Unidade Industrial Ribeirão das Águas,451795.45,2023-12-20,2024-01-03,,Em Andamento,Alta,Unidade Industrial Ribeirão das Águas,Qualidade e Laboratório
OS-00134,OS-2021-32931,CTR-00214,FORN-0038,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2020-00214,348319.43,2021-01-05,2021-04-05,,Pendente,Média,Unidade Industrial Ribeirão das Águas,Utilidades e Energia
OS-00135,OS-2025-54993,CTR-00715,FORN-0085,Emergencial,Execução de fornecimento de catalisadores ziegler-natta para produção de - Etapa 5,9553.32,2025-03-18,2025-05-02,2025-05-11,Concluída,Alta,Polo Petroquímico de Lagoa das Águas,Planejamento e Controle de Manutenção (PCM)
OS-00136,OS-2025-29284,CTR-00815,FORN-0044,Manutenção Preventiva,Mobilização de equipe para serviços de construção e montagem na Complexo Petroquímico de Córrego Fagundes (SUAPE),713657.06,2025-08-12,2025-09-11,2025-09-08,Concluída,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Manutenção Industrial
OS-00137,OS-2024-18469,CTR-00530,FORN-0027,Manutenção Corretiva,Execução de serviços de andaime e acesso para paradas programadas de man - Etapa 4,481460.68,2024-01-29,2024-03-29,,Pendente,Alta,Polo Petroquímico de Lagoa das Águas,Engenharia de Processos
OS-00138,OS-2022-50084,CTR-00072,FORN-0009,Serviço,Atendimento emergencial - Projetos e Expansão,614077.07,2022-08-10,2022-09-09,,Cancelada,Média,Unidade Industrial Ribeirão das Águas,Projetos e Expansão
OS-00139,OS-2023-83498,CTR-00001,FORN-0004,Fornecimento,Execução de manutenção preventiva e corretiva de trocadores de calor e t - Etapa 5,27267.49,2023-05-15,2023-06-14,2023-06-26,Concluída,Crítica,Unidade Industrial Várzea Arlindo,Operações de Planta
OS-00140,OS-2023-38686,CTR-00497,FORN-0084,Serviço,Atendimento emergencial - Logística e Suprimentos,269629.1,2023-12-01,2024-02-29,2024-03-17,Concluída,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Logística e Suprimentos
OS-00141,OS-2025-49586,CTR-00463,FORN-0070,Emergencial,Fornecimento parcial conforme contrato CT-2024-00463,316515.64,2025-10-24,2026-01-22,,Em Andamento,Média,Unidade Industrial Ribeirão das Águas,Logística e Suprimentos
OS-00142,OS-2026-27785,CTR-00781,FORN-0091,Manutenção Preventiva,Medição mensal #5 - Contratação de Serviços de Manutenção,570277.83,2026-06-01,2026-07-01,,Cancelada,Média,Unidade Industrial Ribeirão das Águas,Engenharia de Processos
OS-00143,OS-2022-34034,CTR-00548,FORN-0082,Manutenção Preventiva,Atendimento emergencial - Operações de Planta,1129232.56,2022-01-12,2022-01-19,2022-02-14,Concluída,Baixa,Unidade Lagoa Branca,Operações de Planta
OS-00144,OS-2025-56424,CTR-00264,FORN-0064,Manutenção Preventiva,Atendimento emergencial - Engenharia de Processos,639448.79,2025-05-20,2025-07-04,,Pendente,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Engenharia de Processos
OS-00145,OS-2024-28426,CTR-00743,FORN-0036,Emergencial,Fornecimento parcial conforme contrato CT-2023-00743,35741.15,2024-01-31,2024-02-07,,Em Andamento,Média,Polo Petroquímico de Fagundes Verde,Logística e Suprimentos
OS-00146,OS-2022-17017,CTR-00911,FORN-0031,Manutenção Preventiva,Mobilização de equipe para serviços de calibração e ensaios na Unidade Industrial Várzea Arlindo,445549.17,2022-01-30,2022-02-13,,Em Andamento,Alta,Unidade Industrial Várzea Arlindo,Segurança e Meio Ambiente (SMS)
OS-00147,OS-2021-45412,CTR-00011,FORN-0093,Serviço,Fornecimento parcial conforme contrato CT-2020-00011,522534.88,2021-03-24,2021-05-23,,Em Andamento,Alta,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório
OS-00148,OS-2023-86626,CTR-00195,FORN-0027,Emergencial,Execução de manutenção preditiva com análise de vibração e termografia - Etapa 1,148777.39,2023-12-14,2024-02-12,,Em Andamento,Crítica,Unidade Industrial Várzea Arlindo,Automação e Instrumentação
OS-00149,OS-2022-39300,CTR-00378,FORN-0099,Fornecimento,Fornecimento parcial conforme contrato CT-2021-00378,813843.03,2022-03-08,2022-03-22,,Em Andamento,Crítica,Polo Petroquímico de Lagoa das Águas,Projetos e Expansão
OS-00150,OS-2024-10004,CTR-00571,FORN-0080,Fornecimento,Medição mensal #2 - Contratação de Serviços de Inspeção,332357.69,2024-08-09,2024-09-23,,Em Andamento,Baixa,Complexo Petroquímico de Córrego Fagundes (SUAPE),Projetos e Expansão
OS-00151,OS-2025-61211,CTR-00924,FORN-0082,Serviço,Execução de manutenção preditiva com análise de vibração e termografia - Etapa 5,281752.7,2025-04-30,2025-05-14,2025-05-10,Concluída,Média,Polo Petroquímico de Lagoa das Águas,Utilidades e Energia
OS-00152,OS-2021-90315,CTR-00735,FORN-0025,Manutenção Preventiva,Medição mensal #5 - Contratação de Serviços Ambientais,294318.85,2021-05-28,2021-06-11,,Cancelada,Baixa,Unidade Industrial Ribeirão das Águas,Utilidades e Energia
OS-00153,OS-2024-77045,CTR-00775,FORN-0017,Emergencial,Mobilização de equipe para contratação de serviços ambientais na Complexo Petroquímico de Córrego Fagundes (SUAPE),156573.75,2024-11-15,2025-02-13,2025-02-14,Concluída,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia
OS-00154,OS-2021-58147,CTR-00855,FORN-0021,Manutenção Corretiva,Atendimento emergencial - Planejamento e Controle de Manutenção (PCM),77094.38,2021-08-20,2021-09-19,,Pendente,Alta,Polo Petroquímico de Lagoa das Águas,Planejamento e Controle de Manutenção (PCM)
OS-00155,OS-2025-69910,CTR-00210,FORN-0057,Serviço,Medição mensal #5 - Fornecimento de Produtos Químicos,215348.06,2025-10-21,2025-12-05,,Cancelada,Alta,Unidade Lagoa Branca,Segurança e Meio Ambiente (SMS)
OS-00156,OS-2023-71329,CTR-00018,FORN-0054,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2022-00018,167806.12,2023-03-23,2023-04-22,2023-05-21,Concluída,Baixa,Polo Petroquímico de Santa Grande,Qualidade e Laboratório
OS-00157,OS-2024-78820,CTR-00291,FORN-0083,Manutenção Preventiva,Medição mensal #6 - Serviços de Engenharia e Projetos,1017787.43,2024-02-26,2024-04-26,,Cancelada,Baixa,Unidade Lagoa Branca,Logística e Suprimentos
OS-00158,OS-2023-96303,CTR-00320,FORN-0083,Manutenção Corretiva,Atendimento emergencial - Logística e Suprimentos,96438.65,2023-07-09,2023-07-23,2023-08-18,Concluída,Baixa,Polo Petroquímico de Fagundes Verde,Logística e Suprimentos
OS-00159,OS-2025-76450,CTR-00859,FORN-0029,Emergencial,Fornecimento parcial conforme contrato CT-2024-00859,207379.05,2025-04-11,2025-05-26,,Em Andamento,Média,Complexo Industrial de Monte Teodoro,Qualidade e Laboratório
OS-00160,OS-2021-15888,CTR-00595,FORN-0079,Serviço,Mobilização de equipe para serviços de construção e montagem na Unidade Industrial Ribeirão das Águas,1116548.48,2021-08-18,2021-10-17,2021-11-13,Concluída,Média,Unidade Industrial Ribeirão das Águas,Engenharia de Processos
OS-00161,OS-2025-40347,CTR-00194,FORN-0039,Fornecimento,Execução de serviço de soldagem especializada (tig/mig) em aços inox e l - Etapa 4,500860.85,2025-10-06,2025-10-13,,Em Andamento,Média,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório
OS-00162,OS-2021-19552,CTR-00700,FORN-0045,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2021-00700,115005.13,2021-11-26,2021-12-03,2022-01-01,Concluída,Alta,Unidade Lagoa Branca,Operações de Planta
OS-00163,OS-2024-36179,CTR-00055,FORN-0018,Fornecimento,Fornecimento parcial conforme contrato CT-2024-00055,236372.14,2024-11-24,2024-12-24,2025-01-11,Concluída,Alta,Unidade Industrial Várzea Arlindo,Segurança e Meio Ambiente (SMS)
OS-00164,OS-2021-35204,CTR-00786,FORN-0081,Serviço,Medição mensal #9 - Serviços de Engenharia e Projetos,719682.3,2021-09-21,2021-10-21,2021-10-23,Concluída,Baixa,Complexo Petroquímico de Córrego Fagundes (SUAPE),Operações de Planta
OS-00165,OS-2025-63480,CTR-00194,FORN-0039,Emergencial,Medição mensal #6 - Contratação de Serviços de Manutenção,105580.23,2025-02-12,2025-02-19,,Cancelada,Baixa,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório
OS-00166,OS-2021-34921,CTR-00625,FORN-0022,Fornecimento,Medição mensal #8 - Fornecimento de Produtos Químicos,686728.29,2021-02-19,2021-05-20,,Pendente,Alta,Polo Petroquímico de Fagundes Verde,Automação e Instrumentação
OS-00167,OS-2021-67524,CTR-00893,FORN-0099,Manutenção Preventiva,Atendimento emergencial - Segurança e Meio Ambiente (SMS),347395.3,2021-11-28,2021-12-28,,Em Andamento,Baixa,Unidade Industrial Ribeirão das Águas,Segurança e Meio Ambiente (SMS)
OS-00168,OS-2024-88838,CTR-00152,FORN-0011,Emergencial,Fornecimento parcial conforme contrato CT-2024-00152,189989.37,2024-12-27,2025-02-25,2025-02-21,Concluída,Baixa,Unidade Industrial Várzea Arlindo,Automação e Instrumentação
OS-00169,OS-2020-47757,CTR-00407,FORN-0093,Serviço,Medição mensal #3 - Serviços de Construção e Montagem,1049475.94,2020-09-22,2020-10-22,,Em Andamento,Alta,Polo Petroquímico de Fagundes Verde,Automação e Instrumentação
OS-00170,OS-2025-81557,CTR-00453,FORN-0061,Serviço,Medição mensal #1 - Contratação de Serviços de Inspeção,56180.86,2025-05-15,2025-07-14,,Em Andamento,Alta,Polo Petroquímico de Fagundes Verde,Utilidades e Energia
OS-00171,OS-2023-17784,CTR-00487,FORN-0071,Fornecimento,Mobilização de equipe para serviços de construção e montagem na Polo Petroquímico de Santa Grande,803992.91,2023-09-23,2023-09-30,2023-10-11,Concluída,Alta,Polo Petroquímico de Santa Grande,Utilidades e Energia
OS-00172,OS-2022-14634,CTR-00604,FORN-0064,Manutenção Corretiva,Execução de serviço de soldagem especializada (tig/mig) em aços inox e l - Etapa 5,21811.83,2022-10-30,2022-11-06,2022-11-27,Concluída,Alta,Polo Petroquímico de Lagoa das Águas,Manutenção Industrial
OS-00173,OS-2020-75089,CTR-00157,FORN-0010,Emergencial,Mobilização de equipe para fornecimento de produtos químicos na Complexo Petroquímico de Córrego Fagundes (SUAPE),156102.96,2020-12-08,2021-01-22,2021-01-29,Concluída,Crítica,Complexo Petroquímico de Córrego Fagundes (SUAPE),Qualidade e Laboratório
OS-00174,OS-2021-35712,CTR-00640,FORN-0087,Emergencial,Medição mensal #1 - Fornecimento de Materiais e Equipamentos,58442.06,2021-01-19,2021-03-05,2021-03-09,Concluída,Alta,Unidade Industrial Ribeirão das Águas,Engenharia de Processos
OS-00175,OS-2024-65945,CTR-00032,FORN-0058,Emergencial,Mobilização de equipe para serviços de calibração e ensaios na Unidade Lagoa Branca,474738.58,2024-03-01,2024-04-15,2024-04-29,Concluída,Baixa,Unidade Lagoa Branca,Qualidade e Laboratório
OS-00176,OS-2020-41217,CTR-00786,FORN-0081,Fornecimento,Execução de tratamento de efluentes industriais e gestão de resíduos sól - Etapa 4,234480.48,2020-12-08,2021-02-06,2021-02-18,Concluída,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Operações de Planta
OS-00177,OS-2021-16000,CTR-00017,FORN-0020,Serviço,Mobilização de equipe para contratação de serviços de inspeção na Polo Petroquímico de Lagoa das Águas,614008.12,2021-11-04,2021-12-19,,Pendente,Baixa,Polo Petroquímico de Lagoa das Águas,Engenharia de Processos
OS-00178,OS-2023-55831,CTR-00150,FORN-0073,Emergencial,Mobilização de equipe para serviços de engenharia e projetos na Unidade Lagoa Branca,348430.67,2023-11-30,2023-12-14,,Em Andamento,Média,Unidade Lagoa Branca,Logística e Suprimentos
OS-00179,OS-2022-42794,CTR-00250,FORN-0004,Emergencial,Mobilização de equipe para contratação de serviços ambientais na Unidade Industrial Ribeirão das Águas,816174.07,2022-11-08,2022-12-23,,Em Andamento,Alta,Unidade Industrial Ribeirão das Águas,Projetos e Expansão
OS-00180,OS-2025-48362,CTR-00651,FORN-0073,Fornecimento,Medição mensal #9 - Serviços de Automação e Instrumentação,62030.86,2025-05-09,2025-06-23,,Pendente,Média,Polo Petroquímico de Santa Grande,Planejamento e Controle de Manutenção (PCM)
OS-00181,OS-2022-91509,CTR-00585,FORN-0030,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2021-00585,198147.58,2022-06-13,2022-08-12,,Em Andamento,Baixa,Complexo Petroquímico de Córrego Fagundes (SUAPE),Planejamento e Controle de Manutenção (PCM)
OS-00182,OS-2022-58809,CTR-00375,FORN-0036,Fornecimento,Execução de tratamento de efluentes industriais e gestão de resíduos sól - Etapa 2,207895.45,2022-10-14,2022-12-13,2022-12-22,Concluída,Média,Unidade Industrial Várzea Arlindo,Planejamento e Controle de Manutenção (PCM)
OS-00183,OS-2023-46433,CTR-00788,FORN-0011,Emergencial,Atendimento emergencial - Segurança e Meio Ambiente (SMS),159428.05,2023-05-05,2023-06-19,2023-06-10,Concluída,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Segurança e Meio Ambiente (SMS)
OS-00184,OS-2020-60146,CTR-00164,FORN-0074,Manutenção Preventiva,Atendimento emergencial - Segurança e Meio Ambiente (SMS),92816.6,2020-11-10,2020-12-10,,Cancelada,Baixa,Complexo Petroquímico de Córrego Fagundes (SUAPE),Segurança e Meio Ambiente (SMS)
OS-00185,OS-2020-80981,CTR-00407,FORN-0093,Manutenção Corretiva,Execução de limpeza química e hidrojateamento de permutadores e reatores - Etapa 3,818121.21,2020-08-10,2020-09-24,2020-10-11,Concluída,Alta,Polo Petroquímico de Fagundes Verde,Automação e Instrumentação
OS-00186,OS-2021-66039,CTR-00617,FORN-0025,Serviço,Execução de tratamento de efluentes industriais e gestão de resíduos sól - Etapa 5,194396.26,2021-05-10,2021-07-09,2021-06-30,Concluída,Alta,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM)
OS-00187,OS-2023-65552,CTR-00708,FORN-0026,Emergencial,Medição mensal #8 - Serviços de Construção e Montagem,1507934.0,2023-11-03,2023-12-03,,Cancelada,Alta,Polo Petroquímico de Fagundes Verde,Automação e Instrumentação
OS-00188,OS-2023-11990,CTR-00484,FORN-0007,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2023-00484,144664.44,2023-04-03,2023-05-18,,Em Andamento,Baixa,Polo Petroquímico de Lagoa das Águas,Qualidade e Laboratório
OS-00189,OS-2025-57408,CTR-00464,FORN-0009,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2024-00464,109000.64,2025-05-09,2025-06-08,2025-07-04,Concluída,Crítica,Unidade Industrial Ribeirão das Águas,Logística e Suprimentos
OS-00190,OS-2023-68170,CTR-00019,FORN-0068,Manutenção Preventiva,Execução de fornecimento de válvulas de controle e segurança para unidad - Etapa 3,14441.6,2023-07-14,2023-08-13,,Em Andamento,Alta,Unidade Lagoa Branca,Utilidades e Energia
OS-00191,OS-2025-63557,CTR-00016,FORN-0044,Serviço,Medição mensal #4 - Contratação de Serviços de Inspeção,476771.09,2025-01-02,2025-01-09,2025-01-29,Concluída,Baixa,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório
OS-00192,OS-2021-44018,CTR-00507,FORN-0053,Manutenção Preventiva,Mobilização de equipe para serviços de construção e montagem na Unidade Industrial Ribeirão das Águas,127573.09,2021-09-15,2021-11-14,2021-11-08,Concluída,Média,Unidade Industrial Ribeirão das Águas,Logística e Suprimentos
OS-00193,OS-2022-15046,CTR-00320,FORN-0083,Fornecimento,Medição mensal #11 - Serviços de Engenharia e Projetos,28413.23,2022-10-22,2022-12-21,,Pendente,Alta,Polo Petroquímico de Fagundes Verde,Logística e Suprimentos
OS-00194,OS-2024-12112,CTR-00582,FORN-0019,Manutenção Corretiva,Medição mensal #5 - Serviços de Calibração e Ensaios,82340.59,2024-05-17,2024-07-16,,Pendente,Crítica,Unidade Industrial Ribeirão das Águas,Utilidades e Energia
OS-00195,OS-2023-76982,CTR-00080,FORN-0062,Serviço,Mobilização de equipe para serviços de engenharia e projetos na Complexo Petroquímico de Córrego Fagundes (SUAPE),216632.03,2023-05-20,2023-06-03,2023-05-30,Concluída,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Logística e Suprimentos
OS-00196,OS-2023-94133,CTR-00598,FORN-0051,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2022-00598,846806.13,2023-03-31,2023-04-30,,Cancelada,Média,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM)
OS-00197,OS-2023-59114,CTR-00042,FORN-0057,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2022-00042,152973.21,2023-06-14,2023-08-13,,Cancelada,Alta,Unidade Industrial Ribeirão das Águas,Operações de Planta
OS-00198,OS-2020-23924,CTR-00056,FORN-0081,Emergencial,Mobilização de equipe para contratação de serviços de inspeção na Polo Petroquímico de Santa Grande,235131.83,2020-06-06,2020-07-06,2020-07-14,Concluída,Média,Polo Petroquímico de Santa Grande,Planejamento e Controle de Manutenção (PCM)
OS-00199,OS-2021-86373,CTR-00910,FORN-0008,Serviço,Mobilização de equipe para contratação de serviços de inspeção na Unidade Industrial Ribeirão das Águas,177755.09,2021-11-04,2022-01-03,,Pendente,Alta,Unidade Industrial Ribeirão das Águas,Logística e Suprimentos
OS-00200,OS-2024-81857,CTR-00152,FORN-0011,Manutenção Preventiva,Medição mensal #11 - Serviços de Automação e Instrumentação,576847.29,2024-12-01,2024-12-15,,Em Andamento,Crítica,Unidade Industrial Várzea Arlindo,Automação e Instrumentação
OS-00201,OS-2022-67805,CTR-00238,FORN-0020,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2021-00238,49302.82,2022-07-02,2022-07-09,,Em Andamento,Média,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM)
OS-00202,OS-2022-25127,CTR-00536,FORN-0042,Fornecimento,Atendimento emergencial - Qualidade e Laboratório,194095.08,2022-07-24,2022-08-23,2022-09-05,Concluída,Crítica,Unidade Industrial Várzea Arlindo,Qualidade e Laboratório
OS-00203,OS-2021-73459,CTR-00742,FORN-0017,Emergencial,Mobilização de equipe para fornecimento de materiais e equipamentos na Complexo Petroquímico de Córrego Fagundes (SUAPE),129319.44,2021-12-19,2021-12-26,2022-01-20,Concluída,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Segurança e Meio Ambiente (SMS)
OS-00204,OS-2024-42105,CTR-00754,FORN-0012,Manutenção Preventiva,Medição mensal #9 - Contratação de Serviços de Manutenção,293838.46,2024-09-09,2024-11-08,,Cancelada,Crítica,Complexo Industrial de Monte Teodoro,Utilidades e Energia
OS-00205,OS-2025-20683,CTR-00264,FORN-0064,Manutenção Preventiva,Atendimento emergencial - Engenharia de Processos,595606.53,2025-06-30,2025-07-30,,Cancelada,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Engenharia de Processos
OS-00206,OS-2022-69515,CTR-00278,FORN-0012,Serviço,Mobilização de equipe para serviços de construção e montagem na Complexo Petroquímico de Córrego Fagundes (SUAPE),1052724.76,2022-08-19,2022-10-03,,Pendente,Baixa,Complexo Petroquímico de Córrego Fagundes (SUAPE),Projetos e Expansão
OS-00207,OS-2024-14466,CTR-00754,FORN-0012,Manutenção Preventiva,Execução de montagem eletromecânica para expansão da unidade de pvc - Etapa 1,327645.2,2024-09-26,2024-11-25,,Pendente,Crítica,Complexo Industrial de Monte Teodoro,Utilidades e Energia
OS-00208,OS-2023-56447,CTR-00309,FORN-0040,Fornecimento,Atendimento emergencial - Projetos e Expansão,184276.28,2023-05-27,2023-06-10,,Em Andamento,Crítica,Complexo Petroquímico de Córrego Fagundes (SUAPE),Projetos e Expansão
OS-00209,OS-2023-89791,CTR-00997,FORN-0052,Emergencial,Execução de manutenção preventiva e corretiva de trocadores de calor e t - Etapa 3,26832.36,2023-02-04,2023-05-05,2023-05-02,Concluída,Crítica,Polo Petroquímico de Santa Grande,Utilidades e Energia
OS-00210,OS-2022-67106,CTR-00082,FORN-0094,Manutenção Corretiva,Atendimento emergencial - Qualidade e Laboratório,79143.21,2022-12-27,2023-03-27,2023-04-14,Concluída,Crítica,Complexo Industrial de Monte Teodoro,Qualidade e Laboratório
